Timestamp,I will use my new powers...,Sample Question 2,The course delivered its advertised curriculum.,This instructor communicated content clearly.,What could the instructor do better next time?,"In general, what would make this training better next time?",Unnamed: 7,How did you hear about this training?,"After this training, if my schedule allows, I would be interested in attending another D-Lab training.","What trainings, workshops, or working groups would you like to see the D-Lab offer?",Unnamed: 11,What kind of data are you working with / would you like to work with?,"What department, school, program, or organization at Berkeley are you associated with?",Unnamed: 14,What other services (besides training) could D-Lab help you with?,"What department, school, program, or organization at Berkeley are you associated with?.1","Any other information or comments you want to share? What training, working groups, or services would you like to see the D-Lab offer? What kind of data are you working with/would you like to work with? What is the greatest technical challenge to your research?",What was the most helpful part of the training for you?,What was the most disappointing part of this training for you?,"I left with new knowledge, skills, and/or resources that are useful for my research.",What is the greatest technical challenge to your research?,I will use my new skills and powers...,How did you hear about this training?.1,Instructor.1,Please indicate your gender.,Please describe your race/ethnicity. Check all that apply.   ,"People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?",Have you experienced these barriers in the D-Lab?,"If yes, what factors contributed to these barriers?",What is your career stage or position?
3/26/2015 14:51:47,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,Library,,,Academic staff title,In the request for feedback email it would be helpful if you included the name of the instructor.,,,5,,,,,Female/Woman,White,2.0,1.0,,
3/23/2015 18:05:19,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,1.0,1.0,,
3/20/2015 16:47:26,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,White,1.0,1.0,,
3/20/2015 15:40:45,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Integrative Biology,,,"PhD student, pre-dissertation",Basic & intermediate R,,,6,,,,,Male/Man,White,1.0,1.0,,
3/20/2015 15:38:25,,,4,3,,,,Found it on the D-Lab website,6.0,,,,Poli Sci,,,Not stated,,,,4,,,,,Male/Man,Decline to state,2.0,2.0,,
3/20/2015 15:36:20,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,Epidemiology,,,staff data analyst researcher,,,,6,,,,,Female/Woman,White,1.0,1.0,,
3/20/2015 15:34:17,,,6,4,,,,Email from the D-Lab mailing list,5.0,,,,ECON,,,Postdoctoral researcher,"I'd prefer more typing along with the instructor rather than just looking at slides - make us work through it all with you, rather than coping + pasting, or looking at slides.",,,4,,,,,Male/Man,Decline to state,,,,
3/20/2015 15:28:51,,,7,7,,,,Found it on the D-Lab website,7.0,,,,UCOP,,,Administrative staff title,,,,6,,,,,Male/Man,White,1.0,1.0,,
3/20/2015 15:25:10,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,CRP,,,Visiting fellow or researcher,,,,7,,,,,Female/Woman,Decline to state,,,,
3/19/2015 15:08:08,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Library,,,Administrative staff title,,,,5,,,,,Female/Woman,White,4.0,1.0,,
3/17/2015 17:08:26,,,7,5,,,,Heard about it from a friend/colleague,7.0,,,,Goldman School of Public Policy,,,Masters student,,,,6,,,,,Male/Man,Latino/Chicano,2.0,1.0,,
3/17/2015 17:06:16,,,7,7,,,,Email from the D-Lab mailing list,5.0,,,,CMSTS,,,Visiting fellow or researcher,Great workshop!,,,7,,,,,Male/Man,Decline to state,1.0,1.0,,
3/17/2015 17:04:18,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Geography,,,"PhD student, dissertation stage",,,,7,,,,,Male/Man,White,1.0,1.0,,
3/17/2015 17:02:35,,,4,4,,,,,4.0,,,,,,,,I missed this session and would love a repeat!,,,4,,,,,,Decline to state,,,,
3/17/2015 17:01:28,,,4,5,,,,Found it on the D-Lab website,6.0,,,,ESPM,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,Asian American,4.0,3.0,,
3/17/2015 16:57:34,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,ESPM,,,Postdoctoral researcher,,,,6,,,,,Male/Man,White,1.0,1.0,,
3/17/2015 10:01:56,,,6,5,,,,Found it on the D-Lab website,7.0,,,,Public Sci @ Berkeley,,,Undergraduate student,,,,5,,,,,Male/Man,Asian American,2.0,2.0,,
3/17/2015 9:55:47,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Music,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,2.0,1.0,,
3/17/2015 9:53:22,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,ISF,,,Undergraduate student,,,,6,,,,,Female/Woman,Latino/Chicano,5.0,,,
3/17/2015 9:52:34,,,7,6,,,,Found it on the D-Lab website,7.0,,,,,,,Masters student,,,,7,,,,,Female/Woman,White,1.0,1.0,,
3/17/2015 9:51:42,,,5,5,,,,Email from the D-Lab mailing list,6.0,,,,Public Health,,,Undergraduate student,Data Visualization is amazing,,,5,,,,,Female/Woman,Asian American,4.0,2.0,Learning materials,
3/17/2015 9:49:10,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,School of public health - Envi Health Sciences,,,"PhD student, pre-dissertation",Love it. Excellent teaching. Thanks for repeating steps to keep up on track and asking if we have questions,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
3/17/2015 9:37:11,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Poli Sci,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,African American/Black,3.0,1.0,,
3/17/2015 9:34:59,,,5,7,,,,Email from the D-Lab mailing list,7.0,,,,Political Science,,,Faculty,,,,5,,,,,Male/Man,Asian American,2.0,2.0,,
3/17/2015 9:33:01,,,7,7,,,,Found it on the D-Lab website,7.0,,,,not Berkeley specific - UCUP institutional research,,,,,,,7,,,,,,Decline to state,,,,
3/16/2015 10:57:37,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Jurisprudence and Social Policy,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,Decline to state,1.0,1.0,,
3/16/2015 0:10:01,,,7,7,,,,Professor,7.0,,,,SPH,,,DrPH,Ziwadi is a great instructor and this is the third DLab course I have taken with her.  I always walk away feeling like I know more than when I came in.  I look forward to attending future workshops! ,,,7,,,,,Female/Woman,Latino/Chicano,3.0,1.0,,
3/14/2015 17:49:09,,,7,5,,,,Email from the D-Lab mailing list,7.0,,,,SPH,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,2.0,1.0,,
3/13/2015 17:03:23,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,GSE,,,"PhD student, dissertation stage","Great intro to Qualtrics! friendly & experienced Qualtrics instructor - learned a lot & eager to use it for my own project! Thanks, Doug!",,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
3/13/2015 16:57:54,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Law School,,,Masters student,,,,7,,,,,Male/Man,"African American/Black, International",1.0,1.0,,
3/13/2015 16:52:51,,,7,7,,,,Heard about it from a friend/colleague,6.0,,,,Master of Development Practice,,,Masters student,Really useful!,,,7,,,,,Male/Man,White,1.0,1.0,,
3/13/2015 16:51:22,,,7,6,,,,Email from another mailing list,7.0,,,,,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,African American/Black,4.0,1.0,,
3/13/2015 16:50:52,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Goldman School of Public Policy,,,Masters student,,,,6,,,,,Male/Man,Latino/Chicano,3.0,3.0,,
3/13/2015 16:49:02,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,GSPP,,,Masters student,This was great! It went at a good pace. My only suggestion - Is there a way students could access a survey or work through it on their own laptops? (ie replicate what Doug is doing),,,7,,,,,Female/Woman,White,1.0,1.0,,
3/13/2015 16:43:38,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Political Science,,,"PhD student, dissertation stage",,,,7,,,,,Male/Man,White,2.0,1.0,,
3/13/2015 16:39:41,,,7,7,,,,Found it on the D-Lab website,7.0,,,,POME - Ed,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,White,2.0,1.0,,
3/13/2015 16:32:40,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Psychology,,,"PhD student, pre-dissertation",,,,4,,,,,Female/Woman,White,,,,
3/13/2015 16:30:51,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Education/POME,,,"PhD student, pre-dissertation",Linking,,,7,,,,,Female/Woman,Latino/Chicano,4.0,1.0,,
3/13/2015 16:29:07,,,4,4,,,,Email from the D-Lab mailing list,,,,,Social Welfare,,,Faculty,,,,4,,,,,Female/Woman,Asian American,4.0,,,
3/13/2015 16:25:40,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Music,,,,,,,5,,,,,,Decline to state,,,,
3/13/2015 16:23:23,,,6,7,,,,Heard about it from a friend/colleague,7.0,,,,IB undergrad Berkeley,,,,,,,5,,,,,,Decline to state,,,,
3/13/2015 16:19:43,,,6,7,,,,Found it on the D-Lab website,7.0,,,,Psychology,,,Undergraduate student,Thank you!!!,,,5,,,,,Female/Woman,White,2.0,1.0,advertising,
3/13/2015 16:16:09,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,GSE,,,"PhD student, dissertation stage",Very helpful! Brief but informative. It was nice to hear that our sample exercises mimic Zawadi's actual analysis process - gave me a new idea b/c I was wondering how I'd compare once everything was coded in Atlas. Paper to the rescue!,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
3/13/2015 12:51:06,,,7,7,,,,a colleague,7.0,,,,,,,Administrative staff title,Zawadi is wonderful instructor. She is engaging and provides illuminating examples. ,,,6,,,,,Female/Woman,Latino/Chicano,4.0,1.0,,
3/13/2015 8:33:43,,,7,7,,,,Found it on the D-Lab website,7.0,,,,German,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,White,1.0,1.0,,
3/12/2015 17:34:37,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,OE Program Office,,,Administrative staff title,,,,6,,,,,Female/Woman,Asian American,4.0,1.0,,
3/12/2015 8:38:34,,,5,5,,,,Found it on the D-Lab website,7.0,,,,Economics,,,"PhD student, dissertation stage",Cleaning databases,,,7,,,,,Female/Woman,White,2.0,1.0,,
3/12/2015 6:57:03,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,,,,,7,,,,,,White,1.0,1.0,,
3/11/2015 21:19:29,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Academic Personnel,,,"PhD student, pre-dissertation","I thought  the instructor did a great job.  His approach was  contingent upon working with a relatively small dataset. 
",,,6,,,,,Male/Man,White,1.0,1.0,,
3/11/2015 19:17:42,,,5,5,,,,Heard about it from a friend/colleague,5.0,,,,,,,Masters student,This session seemed a little fast-paced. Appreciated the prepared do-file for reference. ,,,5,,,,,Female/Woman,Decline to state,1.0,1.0,,
3/11/2015 18:36:13,,,7,6,,,,Found it on the D-Lab website,7.0,,,,,,,Visiting fellow or researcher,,,,6,,,,,Female/Woman,White,5.0,1.0,,
3/11/2015 14:27:01,,,6,6,,,,Email from another mailing list,4.0,,,,SPH,,,,,,,4,,,,,,Decline to state,,,,
3/10/2015 22:22:19,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Political Science,,,"PhD student, dissertation stage",,,,7,,,,,Male/Man,White,1.0,1.0,,
3/10/2015 14:46:13,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,Soc,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,Not on the form,1.0,1.0,,
3/10/2015 14:44:27,,,6,5,,,,Email from another mailing list,7.0,,,,GSPP,,,Masters student,,,,5,,,,,Male/Man,White,1.0,1.0,,
3/10/2015 14:42:56,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Interdisciplinary Studies - UGIS ,,,Undergraduate student,"Challenges: Excel 
Want to learn more about data research basics. ",,,7,,,,,Female/Woman,Latino/Chicano,5.0,4.0,Content,
3/9/2015 18:13:52,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,"Good format, good to have coverage of both Fact Finder and Social Explorer. And it was actually helpful going back and forth between them, because it made it clearer what's actually in the underlying census data. Thank you!",,,7,,,,,,Decline to state,,,,
3/9/2015 18:11:32,,,4,6,,,,Email from the D-Lab mailing list,7.0,,,,Political Science,,,,,,,5,,,,,,Decline to state,,,,
3/9/2015 18:10:18,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,Goldman School of Public Policy,,,Masters student,Definitely more work with ArcGIS. I've enjoyed the sessions thus far.,,,6,,,,,Male/Man,Latino/Chicano,3.0,3.0,,
3/9/2015 18:08:27,,,4,6,,,,Found it on the D-Lab website,5.0,,,,"PHD, EPI, SPH",,,"PhD student, pre-dissertation","Slower than expected, but received useful information",,,5,,,,,Female/Woman,African American/Black,3.0,1.0,,
3/9/2015 18:06:46,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,School of Public Health,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,Asian American,2.0,1.0,,
3/9/2015 18:05:07,,,6,6,,,,Found it on the D-Lab website,7.0,,,,HAAS - PHD,,,"PhD student, dissertation stage","Perhaps how to put together a larger dataset from census data (multiple countries, etc.) and organize in STATA!",,,5,,,,,Male/Man,International,,,,
3/9/2015 18:02:45,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Interdisciplinary Studies,,,Undergraduate student,,,,7,,,,,Female/Woman,Latino/Chicano,5.0,3.0,Learning materials,
3/9/2015 18:01:01,,,6,7,,,,Heard about it from a friend/colleague,6.0,,,,Public Health,,,Masters student,,,,6,,,,,Male/Man,Latino/Chicano,3.0,1.0,,
3/9/2015 17:59:01,,,5,5,,,,Email from the D-Lab mailing list,7.0,,,,Public Policy,,,Masters student,More QGIS and Census data trainings that go through actual exercises - super helpful!,,,6,,,,,Female/Woman,White,,,,
3/9/2015 17:51:04,,,5,6,,,,Heard about it from a friend/colleague,6.0,,,,Haas,,,"PhD student, pre-dissertation",,,,6,,,,,Male/Man,Latino/Chicano,1.0,1.0,,
3/9/2015 14:07:40,,,6,5,,,,Email from the D-Lab mailing list,7.0,,,,Public Policy,,,Masters student,,,,7,,,,,Female/Woman,White,3.0,1.0,,
3/9/2015 12:43:13,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Goldman School of Public Policy,,,Masters student,"I'm very glad that you hosted a QGIS training alongside an ArcGIS training, because not everyone can run ArcGIS on their machines (I have a Macbook Air) or is able to pay for the license. I really appreciated that this training taught us the same basic skills and knowledge from ArcGIS while using a free and open-source software.",,,7,,,,,Female/Woman,White,3.0,1.0,,
3/5/2015 16:58:10,,,4,7,,,,Email from the D-Lab mailing list,4.0,,,,,,,"PhD student, pre-dissertation",,,,3,,,,,Female/Woman,"Asian American, White",1.0,1.0,,
3/5/2015 16:53:36,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,African American Studies,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,"African American/Black, International",1.0,1.0,,
3/5/2015 16:14:17,,,5,6,,,,Email from another mailing list,6.0,,,,sesame,,,"PhD student, pre-dissertation",I loved the workshop! ,,,6,,,,,Female/Woman,Latino/Chicano,2.0,1.0,,
3/4/2015 15:51:00,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,East Asian Library,,,Administrative staff title,"It would be nice if the questions, ""People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?"" and ""Have you experienced these barriers in the D-Lab?"" in this survey have ""n/a"" as an option. ",,,7,,,,,Female/Woman,Asian American,3.0,1.0,n/a,
3/4/2015 15:35:00,,,6,6,,,,Don't remember,6.0,,,,School of Public Health,,,Administrative staff title,,,,7,,,,,Female/Woman,White,3.0,1.0,,
3/4/2015 15:26:06,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,History of Art,,,Administrative staff title,,,,5,,,,,Female/Woman,White,3.0,3.0,,
3/3/2015 18:39:38,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Political Science,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,"Asian American, White",4.0,3.0,,
3/3/2015 14:19:50,,,5,6,,,,Email from another mailing list,4.0,,,,School of Education,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,Decline to state,1.0,1.0,,
3/3/2015 14:18:58,,,3,2,,,,Heard about it from a friend/colleague,4.0,,,,Political Science,,,Undergraduate student,Adrienne Tanner needs training on teaching.,,,4,,,,,Male/Man,Decline to state,5.0,4.0,Instructors,
3/3/2015 13:57:47,,,7,7,,,,Jon Stiles,7.0,,,,,,,Administrative staff title,,,,6,,,,,Male/Man,White,1.0,1.0,,
3/2/2015 14:49:31,,,7,7,,,,Printed Flyer,7.0,,,,liyuvuly,,,Faculty,"testing
",,,7,,,,,iygig,"African American/Black, Asian American, International, Latino/Chicano, Native American/Alaskan Native, White, Not on the form",5.0,5.0,"Instructors, Learning materials, Staff, D-Lab students",
3/2/2015 9:07:22,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,School of Education,,,"PhD student, dissertation stage","I think it is helpful when possible to have the materials available for review before the training. 

This workshop did this. Made materials available online and that is greatly helpful. Effective use of Github.",,,7,,,,,Female/Woman,Latino/Chicano,5.0,4.0,Learning materials,
3/1/2015 23:21:45,,,6,6,,,,,7.0,,,,sociology,,,"PhD student, pre-dissertation",,,,5,,,,,Male/Man,African American/Black,4.0,2.0,,
3/1/2015 15:47:38,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,ISEEES,,,"PhD student, dissertation stage",,,,6,,,,,Female/Woman,White,1.0,1.0,,
2/28/2015 12:55:52,,,7,6,,,,Found it on the D-Lab website,6.0,,,,,,,Postdoctoral researcher,,,,5,,,,,Female/Woman,White,2.0,1.0,,
2/28/2015 11:24:45,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Economics,,,Undergraduate student,,,,2,,,,,Female/Woman,Asian American,2.0,1.0,,
2/27/2015 21:09:31,,,6,2,,,,,7.0,,,,,,,"PhD student, dissertation stage","I know this workshop was off to a bit of a rocky start because of the computer problems and maybe more rushed than usual but it was difficult to follow for a couple of reasons.
1.) The instructor went over the material very rapidly and didn't stop at any point to ask if we had questions.  Pausing and taking questions at the end of each segment or even several times during each segment would have gone a long way to make the material clearer.  He also had another instructor answering questions while he was lecturing, which posed an additional challenge to being able to listen to his lecture while trying to tune out the other instructor who was answering questions simultaneously 

2.) The workshop was advertised as only needing a beginning level of familiarity with Stata.  But the instructor used a lot of terms that aren't necessarily familiar to people with just an introductory level of familiarity with Stata (e.g. macros, local and global elements, LaTex etc.) without taking the time to clearly define what these terms means, why they are of importance, etc. before launching into the details associated with them, which also made the workshop difficult to follow.  Again, slowing down, and not assuming audience familiarity with the content would have gone a long way to promoting a friendlier environment for learning.

The instructor clearly has a lot of knowledge but needs more practice with how to communicate this knowledge to others who are less advanced.
",,,5,,,,,Female/Woman,Decline to state,3.0,3.0,Instructors,
2/27/2015 17:44:05,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,political science ,,,"PhD student, pre-dissertation",,,,6,,,,,Male/Man,"African American/Black, White",1.0,1.0,,
2/27/2015 17:02:53,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,education,,,"PhD student, dissertation stage",,,,6,,,,,Female/Woman,Decline to state,3.0,1.0,,
2/27/2015 15:47:20,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Anthropology,,,"PhD student, dissertation stage",More workshops on R! Thanks,,,7,,,,,Female/Woman,White,4.0,1.0,,
2/27/2015 15:31:58,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,Public Health,,,,,,,6,,,,,,Decline to state,,,,
2/27/2015 15:30:27,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Linguistics & Geophysics,,,Undergraduate student,,,,5,,,,,Female/Woman,Asian American,2.0,1.0,Learning materials,
2/27/2015 15:27:42,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Soc Wel,,,"PhD student, dissertation stage","Delivery was a little fast, but good otherwise",,,7,,,,,Female/Woman,White,3.0,1.0,,
2/27/2015 15:24:36,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,I School,,,Masters student,,,,6,,,,,Male/Man,White,1.0,1.0,,
2/27/2015 15:22:29,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,NST,,,"PhD student, pre-dissertation",I like the workshop - Thanks! :),,,7,,,,,Female/Woman,International,1.0,1.0,Instructors,
